level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	184	1446	-1	
2	1	1	0	0	0	16	24	168	1384	-1	
3	1	1	1	0	0	16	24	168	1377	-1	
4	1	1	1	1	0	149	24	32	15	-1	
5	1	1	1	1	1	149	24	32	15	26.440783	Bits
4	1	1	1	2	0	16	46	168	27	-1	
5	1	1	1	2	1	16	46	55	27	77.238808	insure’
5	1	1	1	2	2	148	51	36	15	22.875624	Cin'fe
4	1	1	1	3	0	149	78	31	15	-1	
5	1	1	1	3	1	149	78	31	15	12.485504	MOR
4	1	1	1	4	0	16	102	167	28	-1	
5	1	1	1	4	1	16	102	78	28	86.550232	integrate’
5	1	1	1	4	2	148	105	35	16	0.000000	Cini
4	1	1	1	5	0	150	133	30	14	-1	
5	1	1	1	5	1	150	133	30	14	62.740780	mA
4	1	1	1	6	0	16	158	168	17	-1	
5	1	1	1	6	1	16	158	77	17	83.563011	integrity’
5	1	1	1	6	2	148	159	36	16	47.664574	Can't
4	1	1	1	7	0	16	184	167	26	-1	
5	1	1	1	7	1	16	184	93	26	96.677559	intellectual
5	1	1	1	7	2	148	187	35	16	0.000000	Cant
4	1	1	1	8	0	149	214	30	15	-1	
5	1	1	1	8	1	149	214	30	15	62.693562	Ae
4	1	1	1	9	0	16	238	168	26	-1	
5	1	1	1	9	1	16	238	96	26	95.276497	intelligence
5	1	1	1	9	2	148	242	36	15	49.678425	Can't
4	1	1	1	10	0	148	268	36	16	-1	
5	1	1	1	10	1	148	268	36	16	37.738503	C4]
4	1	1	1	11	0	16	295	168	17	-1	
5	1	1	1	11	1	16	295	95	17	41.972965	intelligent?
5	1	1	1	11	2	125	286	14	31	26.983576	—
5	1	1	1	11	3	148	296	36	15	26.983576	[in't
4	1	1	1	12	0	149	324	30	14	-1	
5	1	1	1	12	1	149	324	30	14	0.000000	YC
4	1	1	1	13	0	16	350	168	16	-1	
5	1	1	1	13	1	16	350	61	14	71.556137	intend”
5	1	1	1	13	2	148	351	36	15	0.000000	(an't
4	1	1	1	14	0	16	377	168	17	-1	
5	1	1	1	14	1	16	377	63	15	60.506378	intense’
5	1	1	1	14	2	148	378	36	16	57.030315	Cin'te
4	1	1	1	15	0	149	406	31	15	-1	
