level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	179	1446	-1	
2	1	1	0	0	0	25	22	154	1406	-1	
3	1	1	1	0	0	27	22	152	1406	-1	
4	1	1	1	1	0	159	22	20	11	-1	
5	1	1	1	1	1	159	26	11	7	33.669640	nn,
5	1	1	1	1	2	174	18	4	23	76.692268	|
4	1	1	1	2	0	159	46	20	15	-1	
5	1	1	1	2	1	159	46	20	15	25.858326	(®
4	1	1	1	3	0	162	72	17	14	-1	
5	1	1	1	3	1	162	72	17	14	37.285088	&
4	1	1	1	4	0	28	100	151	16	-1	
5	1	1	1	4	1	28	100	76	14	56.107437	relevant”
5	1	1	1	4	2	160	100	19	16	78.663475	Cr
4	1	1	1	5	0	160	127	19	15	-1	
5	1	1	1	5	1	160	127	19	15	56.313862	‘ft
4	1	1	1	6	0	28	151	150	26	-1	
5	1	1	1	6	1	28	151	66	26	88.740082	reliable’
5	1	1	1	6	2	160	155	18	15	20.572863	n
4	1	1	1	7	0	28	182	150	16	-1	
5	1	1	1	7	1	28	182	69	14	59.355316	reliance’
5	1	1	1	7	2	160	182	18	16	29.864550	(nm
4	1	1	1	8	0	28	210	150	16	-1	
5	1	1	1	8	1	28	210	48	14	60.015629	relief
5	1	1	1	8	2	160	210	18	16	28.346682	Cn
4	1	1	1	9	0	28	237	149	16	-1	
5	1	1	1	9	1	28	237	58	14	90.607513	relieve’
5	1	1	1	9	2	160	238	17	15	54.959534	tn
4	1	1	1	10	0	29	265	149	17	-1	
5	1	1	1	10	1	29	265	72	17	79.508202	religion”
5	1	1	1	10	2	160	265	18	16	80.927338	Cr
4	1	1	1	11	0	29	293	149	16	-1	
5	1	1	1	11	1	29	293	81	16	68.727966	religious”
5	1	1	1	11	2	160	294	18	15	47.771721	i
4	1	1	1	12	0	160	320	19	15	-1	
5	1	1	1	12	1	160	320	19	15	0.000000	Hw
4	1	1	1	13	0	29	347	149	16	-1	
5	1	1	1	13	1	29	347	79	14	59.072777	reluctant’
5	1	1	1	13	2	161	348	17	15	78.598190	Cr
4	1	1	1	14	0	29	375	149	17	-1	
5	1	1	1	14	1	29	375	40	17	18.845520	rely"
5	1	1	1	14	2	161	376	17	15	70.217171	(ri
4	1	1	1	15	0	29	404	149	15	-1	
5	1	1	1	15	1	29	404	56	13	95.793854	remain
5	1	1	1	15	2	160	404	18	15	29.012318	rn
4	1	1	1	16	0	29	427	149	26	-1	
5	1	1	1	16	1	29	427	68	26	38.163372	remains!
5	1	1	1	16	2	161	437	17	10	47.386330	(rn
4	1	1	1	17	0	29	454	149	27	-1	
5	1	1	1	17	1	29	454	68	27	51.680408	remark"
5	1	1	1	17	2	161	459	17	15	64.002922	Cn
4	1	1	1	18	0	161	486	14	13	-1	
5	1	1	1	18	1	161	486	14	13	25.610905	XK
4	1	1	1	19	0	29	512	149	14	-1	
5	1	1	1	19	1	29	512	98	14	59.249649	remarkable’
5	1	1	1	19	2	161	513	17	13	43.708649	[ri
4	1	1	1	20	0	25	531	154	30	-1	
5	1	1	1	20	1	25	531	66	30	42.295513	remedy’
5	1	1	1	20	2	161	541	18	15	53.109035	Cr
4	1	1	1	21	0	29	564	149	27	-1	
5	1	1	1	21	1	29	564	90	27	52.847069	remember™
5	1	1	1	21	2	161	569	17	15	40.710941	Cn
4	1	1	1	22	0	29	621	148	15	-1	
5	1	1	1	22	1	29	621	61	15	81.862259	remind’
5	1	1	1	22	2	163	622	14	14	18.924885	(m1
4	1	1	1	23	0	161	648	13	14	-1	
5	1	1	1	23	1	161	648	13	14	0.000000	LL)
4	1	1	1	24	0	29	670	149	30	-1	
5	1	1	1	24	1	29	670	60	30	67.247009	remote’
5	1	1	1	24	2	160	683	18	9	67.409233	Cr
4	1	1	1	25	0	161	703	13	15	-1	
5	1	1	1	25	1	161	703	13	15	58.279400	fy
4	1	1	1	26	0	160	729	19	16	-1	
5	1	1	1	26	1	160	729	19	16	47.612633	Ce
4	1	1	1	27	0	25	752	154	27	-1	
5	1	1	1	27	1	25	752	71	27	66.944786	remove
5	1	1	1	27	2	161	757	18	15	89.286537	Cr
4	1	1	1	28	0	160	784	15	14	-1	
5	1	1	1	28	1	160	784	15	14	36.621132	d
4	1	1	1	29	0	161	811	18	12	-1	
5	1	1	1	29	1	161	811	18	12	82.816216	fre
4	1	1	1	30	0	160	836	19	15	-1	
5	1	1	1	30	1	160	836	19	15	29.667835	(#
4	1	1	1	31	0	29	864	149	15	-1	
5	1	1	1	31	1	29	864	99	13	51.650131	renaissance’
5	1	1	1	31	2	160	864	18	15	38.449806	[ri
4	1	1	1	32	0	161	892	13	10	-1	
5	1	1	1	32	1	161	892	13	10	19.976435	cc
4	1	1	1	33	0	29	918	150	15	-1	
5	1	1	1	33	1	29	918	52	13	96.395416	render
5	1	1	1	33	2	160	918	19	15	78.755096	Cr
4	1	1	1	34	0	29	945	149	16	-1	
5	1	1	1	34	1	29	945	51	14	31.412201	renew'
5	1	1	1	34	2	160	946	18	15	52.380981	Cr
4	1	1	1	35	0	160	972	14	14	-1	
5	1	1	1	35	1	160	972	14	14	69.185661	@
4	1	1	1	36	0	28	999	151	16	-1	
5	1	1	1	36	1	28	999	37	14	79.396339	rent’
5	1	1	1	36	2	160	999	19	16	58.884590	[re
4	1	1	1	37	0	29	1022	149	27	-1	
5	1	1	1	37	1	29	1022	52	27	51.989243	repair’
5	1	1	1	37	2	160	1027	18	15	10.423670	(Cm
4	1	1	1	38	0	28	1050	150	27	-1	
5	1	1	1	38	1	28	1050	55	27	80.606949	repeat’
5	1	1	1	38	2	160	1054	18	16	15.118790	[ni
4	1	1	1	39	0	28	1107	150	17	-1	
5	1	1	1	39	1	28	1107	88	17	51.724998	repeatedly!
5	1	1	1	39	2	160	1108	18	16	58.216644	[ri
4	1	1	1	40	0	28	1131	150	28	-1	
5	1	1	1	40	1	28	1131	43	28	76.190742	repel’
5	1	1	1	40	2	160	1136	18	15	38.773453	(rn
4	1	1	1	41	0	163	1163	10	13	-1	
5	1	1	1	41	1	163	1163	10	13	32.923691	3
4	1	1	1	42	0	28	1186	150	26	-1	
5	1	1	1	42	1	28	1186	85	26	80.166496	repertoire’
5	1	1	1	42	2	159	1190	19	15	89.628532	Cr
4	1	1	1	43	0	160	1216	19	14	-1	
5	1	1	1	43	1	160	1216	19	14	0.000000	:
4	1	1	1	44	0	28	1242	149	17	-1	
5	1	1	1	44	1	28	1242	67	17	15.322046	replace"’
5	1	1	1	44	2	160	1243	17	13	54.805634	(ri
4	1	1	1	45	0	28	1271	148	15	-1	
5	1	1	1	45	1	28	1271	99	15	58.340607	replacement’
5	1	1	1	45	2	159	1271	17	15	47.475224	[ri
4	1	1	1	46	0	27	1297	150	17	-1	
5	1	1	1	46	1	27	1297	51	17	41.657410	reply”
5	1	1	1	46	2	159	1298	18	15	64.927185	Cr
4	1	1	1	47	0	27	1323	150	27	-1	
5	1	1	1	47	1	27	1323	50	27	96.782082	report
5	1	1	1	47	2	159	1326	18	15	49.994629	Cr
4	1	1	1	48	0	27	1352	150	17	-1	
5	1	1	1	48	1	27	1352	71	17	79.016479	reporter’
5	1	1	1	48	2	159	1353	18	16	34.509243	(nt
4	1	1	1	49	0	27	1379	152	17	-1	
5	1	1	1	49	1	27	1379	80	17	49.679604	represent’
5	1	1	1	49	2	159	1381	20	15	48.137451	ir
4	1	1	1	50	0	41	1412	20	16	-1	
5	1	1	1	50	1	41	1412	20	16	96.456032	50
