level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	179	1446	-1	
2	1	1	0	0	0	32	20	147	1408	-1	
3	1	1	1	0	0	34	20	145	44	-1	
4	1	1	1	1	0	166	20	13	15	-1	
5	1	1	1	1	1	166	20	13	15	53.347130	a
4	1	1	1	2	0	34	43	143	27	-1	
5	1	1	1	2	1	34	43	70	27	96.170189	eloquent
5	1	1	1	2	2	167	47	10	15	41.882294	C'
3	1	1	2	0	0	35	74	144	98	-1	
4	1	1	2	1	0	166	74	13	16	-1	
5	1	1	2	1	1	166	74	13	16	49.505630	C
4	1	1	2	2	0	35	94	143	31	-1	
5	1	1	2	2	1	35	94	68	31	95.570702	embassy
5	1	1	2	2	2	167	101	11	16	39.187309	C
4	1	1	2	3	0	35	124	143	28	-1	
5	1	1	2	3	1	35	124	68	28	96.503738	emperor
5	1	1	2	3	2	167	129	11	15	58.919434	C'
4	1	1	2	4	0	35	157	143	15	-1	
5	1	1	2	4	1	35	157	59	14	96.637604	enclose
5	1	1	2	4	2	167	157	11	15	67.103828	if
3	1	1	3	0	0	35	183	144	43	-1	
4	1	1	3	1	0	167	183	12	15	-1	
5	1	1	3	1	1	167	183	12	15	79.032677	@
4	1	1	3	2	0	35	211	144	15	-1	
5	1	1	3	2	1	35	211	78	14	96.608864	enclosure
5	1	1	3	2	2	167	211	12	15	32.297211	O
3	1	1	4	0	0	36	237	142	44	-1	
4	1	1	4	1	0	168	237	8	14	-1	
5	1	1	4	1	1	168	237	8	14	42.286324	f
4	1	1	4	2	0	36	265	142	16	-1	
5	1	1	4	2	1	36	265	105	16	65.045181	encyclopedia
5	1	1	4	2	2	167	265	11	15	38.352455	[1
3	1	1	5	0	0	36	291	143	292	-1	
4	1	1	5	1	0	168	291	11	15	-1	
5	1	1	5	1	1	168	291	11	15	16.259003	8
4	1	1	5	2	0	36	319	143	15	-1	
5	1	1	5	2	1	36	320	51	13	95.862137	endow
5	1	1	5	2	2	168	319	11	15	63.015385	if
4	1	1	5	3	0	36	347	143	16	-1	
5	1	1	5	3	1	36	347	48	16	96.425911	entity
5	1	1	5	3	2	168	347	11	15	79.837891	C
4	1	1	5	4	0	36	369	143	28	-1	
5	1	1	5	4	1	36	369	46	28	95.828964	epoch
5	1	1	5	4	2	168	375	11	15	76.525444	C
4	1	1	5	5	0	32	398	147	27	-1	
5	1	1	5	5	1	32	398	67	27	96.780212	equator
5	1	1	5	5	2	168	403	11	15	44.508442	if
4	1	1	5	6	0	36	430	143	15	-1	
5	1	1	5	6	1	36	430	60	14	96.413734	erosion
5	1	1	5	6	2	168	430	11	15	66.424667	O
4	1	1	5	7	0	36	452	143	28	-1	
5	1	1	5	7	1	36	452	66	28	96.103142	escalate
5	1	1	5	7	2	168	458	11	15	84.489883	C
4	1	1	5	8	0	36	480	143	29	-1	
5	1	1	5	8	1	36	480	50	29	89.555237	escort
5	1	1	5	8	2	168	486	11	15	64.136719	C
4	1	1	5	9	0	36	514	143	15	-1	
5	1	1	5	9	1	36	514	57	13	96.668320	eternal
5	1	1	5	9	2	168	514	11	15	71.688812	O
4	1	1	5	10	0	36	541	143	16	-1	
5	1	1	5	10	1	36	542	50	13	95.430275	ethnic
5	1	1	5	10	2	168	541	11	16	75.968399	C
4	1	1	5	11	0	36	569	143	14	-1	
5	1	1	5	11	1	36	571	72	12	95.631790	evacuate
5	1	1	5	11	2	168	569	2	8	46.905426	C
3	1	1	6	0	0	37	596	142	208	-1	
4	1	1	6	1	0	168	596	11	14	-1	
5	1	1	6	1	1	168	596	11	14	49.728245	tt
4	1	1	6	2	0	37	619	142	27	-1	
5	1	1	6	2	1	37	619	79	27	96.588692	evaporate
5	1	1	6	2	2	168	623	11	14	64.620758	O
4	1	1	6	3	0	37	651	142	15	-1	
5	1	1	6	3	1	37	651	46	13	94.894020	evoke
5	1	1	6	3	2	168	651	11	15	35.049667	le
4	1	1	6	4	0	37	679	142	16	-1	
5	1	1	6	4	1	37	680	60	15	95.910217	excerpt
5	1	1	6	4	2	168	685	3	9	58.294800	C
4	1	1	6	5	0	37	733	142	16	-1	
5	1	1	6	5	1	37	733	66	16	95.722740	exciting
5	1	1	6	5	2	169	733	10	15	67.253204	if
4	1	1	6	6	0	37	761	142	15	-1	
5	1	1	6	6	1	37	761	79	13	95.600342	excursion
5	1	1	6	6	2	169	761	10	15	0.373058	O
4	1	1	6	7	0	37	783	142	28	-1	
5	1	1	6	7	1	37	783	60	28	96.200775	execute
5	1	1	6	7	2	169	789	10	15	82.843880	C
3	1	1	7	0	0	37	817	142	69	-1	
4	1	1	7	1	0	169	817	4	11	-1	
5	1	1	7	1	1	169	817	4	11	0.255642	te
4	1	1	7	2	0	33	839	146	26	-1	
5	1	1	7	2	1	33	839	42	26	96.816002	exile
5	1	1	7	2	2	169	843	10	15	75.712402	C
4	1	1	7	3	0	37	866	142	26	-1	
5	1	1	7	3	1	37	866	85	26	91.717033	expedition
5	1	1	7	3	2	169	870	10	16	80.658257	C
3	1	1	8	0	0	37	897	142	44	-1	
4	1	1	8	1	0	169	897	10	14	-1	
5	1	1	8	1	1	169	897	10	14	53.564575	id
4	1	1	8	2	0	37	921	142	26	-1	
5	1	1	8	2	1	37	921	41	26	94.903046	expel
5	1	1	8	2	2	169	924	10	16	46.848030	E
3	1	1	9	0	0	37	952	142	70	-1	
4	1	1	9	1	0	168	952	11	13	-1	
5	1	1	9	1	1	168	952	11	13	57.857895	Be
4	1	1	9	2	0	37	973	142	28	-1	
5	1	1	9	2	1	37	973	56	28	96.543411	expend
5	1	1	9	2	2	169	978	10	16	66.135811	C
4	1	1	9	3	0	37	1006	142	16	-1	
5	1	1	9	3	1	37	1006	97	16	22.131643	expenditure
5	1	1	9	3	2	169	1006	10	16	42.067657	[,
3	1	1	10	0	0	37	1033	142	70	-1	
4	1	1	10	1	0	169	1033	10	14	-1	
5	1	1	10	1	1	169	1033	10	14	49.790691	B
4	1	1	10	2	0	37	1060	142	16	-1	
5	1	1	10	2	1	37	1060	107	16	16.212196	experimental
4	1	1	10	3	0	37	1087	142	16	-1	
5	1	1	10	3	1	37	1087	50	16	96.058540	expire
5	1	1	10	3	2	169	1087	10	16	66.252533	C
3	1	1	11	0	0	37	1114	142	43	-1	
4	1	1	11	1	0	169	1114	10	14	-1	
5	1	1	11	1	1	169	1114	10	14	31.643257	w
4	1	1	11	2	0	37	1137	142	27	-1	
5	1	1	11	2	1	37	1137	61	27	96.201691	explode
5	1	1	11	2	2	169	1141	10	15	70.778503	O
3	1	1	12	0	0	169	1168	10	14	-1	
4	1	1	12	1	0	169	1168	10	14	-1	
5	1	1	12	1	1	169	1168	10	14	70.577393	¥
3	1	1	13	0	0	37	1194	142	202	-1	
4	1	1	13	1	0	169	1194	10	14	-1	
5	1	1	13	1	1	169	1194	10	14	41.716709	3
4	1	1	13	2	0	37	1216	142	25	-1	
5	1	1	13	2	1	37	1216	74	25	96.634483	exquisite
5	1	1	13	2	2	169	1221	10	15	16.057091	C
4	1	1	13	3	0	38	1322	141	26	-1	
