level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	569	4338	-1	
2	1	1	0	0	0	0	67	569	4130	-1	
3	1	1	1	0	0	472	67	95	41	-1	
4	1	1	1	1	0	472	67	95	41	-1	
5	1	1	1	1	1	472	67	14	41	46.433197	a
5	1	1	1	1	2	528	67	9	41	31.503878	5
5	1	1	1	1	3	555	68	12	36	78.182877	J
3	1	1	2	0	0	74	144	495	128	-1	
4	1	1	2	1	0	74	144	495	51	-1	
5	1	1	2	1	1	74	144	202	51	83.416351	bargain’
5	1	1	2	1	2	473	147	16	47	38.319366	[
5	1	1	2	1	3	500	147	69	47	12.759008	‘ba:
4	1	1	2	2	0	472	225	97	47	-1	
5	1	1	2	2	1	472	225	13	47	6.640635	(
5	1	1	2	2	2	505	221	28	65	23.035231	#F
5	1	1	2	2	3	550	225	16	47	24.164108	I
3	1	1	3	0	0	75	305	494	126	-1	
4	1	1	3	1	0	75	305	494	50	-1	
5	1	1	3	1	1	75	305	122	44	70.366890	barn’
5	1	1	3	1	2	473	309	16	46	69.880051	[
5	1	1	3	1	3	498	309	71	46	57.317730	ba:
4	1	1	3	2	0	475	387	94	44	-1	
5	1	1	3	2	1	471	381	42	63	62.552666	fy
5	1	1	3	2	2	528	392	12	34	82.734901	)
5	1	1	3	2	3	554	387	12	33	75.616302	2
3	1	1	4	0	0	0	465	569	128	-1	
4	1	1	4	1	0	0	465	569	50	-1	
5	1	1	4	1	1	0	496	3	5	60.272446	|
5	1	1	4	1	2	74	465	163	44	91.273788	barrel’
5	1	1	4	1	3	472	469	12	46	47.545010	[
5	1	1	4	1	4	500	469	69	46	16.134825	‘bee
4	1	1	4	2	0	472	548	97	45	-1	
5	1	1	4	2	1	468	544	48	63	37.323273	Ma
5	1	1	4	2	2	536	544	32	63	66.316132	FF
3	1	1	5	0	0	74	627	495	131	-1	
4	1	1	5	1	0	74	627	495	50	-1	
5	1	1	5	1	1	74	627	188	43	87.169662	barrier’
5	1	1	5	1	2	473	629	96	48	0.975800	(‘bee
4	1	1	5	2	0	75	712	494	46	-1	
5	1	1	5	2	1	75	713	106	39	96.366104	base
5	1	1	5	2	2	471	712	11	46	53.390923	[
5	1	1	5	2	3	496	712	73	46	84.772041	bets
3	1	1	6	0	0	0	791	567	122	-1	
4	1	1	6	1	0	0	791	567	43	-1	
5	1	1	6	1	1	0	826	1	3	56.714264	|
5	1	1	6	1	2	475	791	36	43	49.136505	AY
5	1	1	6	1	3	530	791	37	42	44.412228	5}
4	1	1	6	2	0	472	869	95	44	-1	
5	1	1	6	2	1	472	869	95	44	65.143387	Qit
3	1	1	7	0	0	0	947	569	456	-1	
4	1	1	7	1	0	75	947	493	51	-1	
5	1	1	7	1	1	75	947	151	44	69.746170	basic”
5	1	1	7	1	2	473	951	95	47	0.000000	[be
4	1	1	7	2	0	75	1030	493	50	-1	
5	1	1	7	2	1	75	1030	151	44	31.809845	basis”
5	1	1	7	2	2	473	1034	95	46	0.000000	(‘ber
4	1	1	7	3	0	0	1112	569	49	-1	
5	1	1	7	3	1	0	1115	3	42	32.268253	||
5	1	1	7	3	2	75	1112	171	43	79.218628	basket’
5	1	1	7	3	3	473	1115	16	46	59.903885	[
5	1	1	7	3	4	501	1115	68	46	27.915730	‘ba:
4	1	1	7	4	0	75	1190	494	62	-1	
5	1	1	7	4	1	75	1190	269	62	79.558716	basketball
5	1	1	7	4	2	473	1198	96	46	40.826336	['ba:
4	1	1	7	5	0	75	1277	494	50	-1	
5	1	1	7	5	1	75	1277	191	50	82.261627	battery
5	1	1	7	5	2	473	1279	96	47	13.036366	[bee
4	1	1	7	6	0	472	1359	96	44	-1	
5	1	1	7	6	1	472	1359	43	44	73.321381	AE
5	1	1	7	6	2	530	1355	37	62	45.554657	Ma
3	1	1	8	0	0	474	1437	95	43	-1	
4	1	1	8	1	0	474	1437	95	43	-1	
5	1	1	8	1	1	474	1437	95	43	12.795115	yi,
3	1	1	9	0	0	75	1515	494	125	-1	
4	1	1	9	1	0	75	1515	494	49	-1	
5	1	1	9	1	1	75	1515	154	43	85.667305	battle’
5	1	1	9	1	2	473	1516	96	48	5.227175	[bee
4	1	1	9	2	0	475	1597	94	43	-1	
5	1	1	9	2	1	475	1597	32	43	53.229790	s+
5	1	1	9	2	2	537	1597	31	43	11.875334	Fi
3	1	1	10	0	0	0	1675	569	290	-1	
4	1	1	10	1	0	76	1675	493	50	-1	
5	1	1	10	1	1	76	1675	97	50	88.629562	bay’
5	1	1	10	1	2	473	1678	96	46	63.679115	(ber.
4	1	1	10	2	0	0	1756	569	42	-1	
5	1	1	10	2	1	0	1761	5	35	35.156776	:
5	1	1	10	2	2	475	1756	94	42	49.421722	(tet
4	1	1	10	3	0	75	1837	484	47	-1	
5	1	1	10	3	1	75	1838	52	39	96.915215	be
5	1	1	10	3	2	473	1837	10	47	7.709570	[
5	1	1	10	3	3	497	1833	42	56	55.128281	bi:
5	1	1	10	3	4	548	1837	11	47	55.128281	]
4	1	1	10	4	0	75	1915	494	50	-1	
5	1	1	10	4	1	75	1915	137	44	45.728397	beam’
5	1	1	10	4	2	473	1919	96	46	0.000000	[bin
