level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	551	4338	-1	
2	1	1	0	0	0	0	69	551	4130	-1	
3	1	1	1	0	0	478	69	65	43	-1	
4	1	1	1	1	0	478	69	65	43	-1	
5	1	1	1	1	1	478	69	65	43	70.356758	fy)
5	1	1	1	1	2	531	64	17	63	77.568497	)
3	1	1	2	0	0	0	148	551	123	-1	
4	1	1	2	1	0	0	148	551	50	-1	
5	1	1	2	1	1	0	182	5	9	55.593037	_
5	1	1	2	1	2	41	144	16	62	95.149902	|
5	1	1	2	1	3	79	148	218	44	81.128456	mobilize’
5	1	1	2	1	4	477	152	74	46	42.409416	['m
4	1	1	2	2	0	480	229	64	42	-1	
5	1	1	2	2	1	480	229	64	42	65.500206	ah,
3	1	1	3	0	0	79	312	472	125	-1	
4	1	1	3	1	0	79	312	472	48	-1	
5	1	1	3	1	1	79	312	143	42	89.641960	mock’
5	1	1	3	1	2	478	314	16	46	69.283470	[
5	1	1	3	1	3	506	330	45	24	65.469261	mi
4	1	1	3	2	0	477	394	74	43	-1	
5	1	1	3	2	1	477	394	74	43	27.606865	i
3	1	1	4	0	0	80	470	471	209	-1	
4	1	1	4	1	0	80	470	471	61	-1	
5	1	1	4	1	1	80	470	154	61	2.406025	mode’
5	1	1	4	1	2	477	477	74	46	30.394367	[ms
4	1	1	4	2	0	80	556	471	59	-1	
5	1	1	4	2	1	80	556	142	59	95.417320	model
5	1	1	4	2	2	477	560	74	46	0.568399	('m
4	1	1	4	3	0	485	637	66	42	-1	
5	1	1	4	3	1	485	637	66	42	68.319992	JL:
3	1	1	5	0	0	80	717	471	129	-1	
4	1	1	5	1	0	80	717	471	60	-1	
5	1	1	5	1	1	80	717	239	60	69.868797	moderate’
5	1	1	5	1	2	478	723	73	46	0.000000	C'm
4	1	1	5	2	0	477	803	74	43	-1	
5	1	1	5	2	1	477	803	74	43	66.469376	OL
3	1	1	6	0	0	80	875	471	139	-1	
4	1	1	6	1	0	80	875	471	65	-1	
5	1	1	6	1	1	80	875	182	65	96.717049	modern
5	1	1	6	1	2	478	885	73	46	52.749077	('m
4	1	1	6	2	0	80	967	471	47	-1	
5	1	1	6	2	1	80	967	371	42	83.807289	modernization’
5	1	1	6	2	2	478	969	73	45	15.624428	[im
3	1	1	7	0	0	0	1052	551	202	-1	
4	1	1	7	1	0	0	1052	551	46	-1	
5	1	1	7	1	1	0	1077	5	17	19.921713	_
5	1	1	7	1	2	38	1048	25	58	96.188347	|
5	1	1	7	1	3	80	1052	184	40	67.735641	modest’
