level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	560	4338	-1	
2	1	1	0	0	0	0	157	560	3886	-1	
3	1	1	1	0	0	0	157	560	3886	-1	
4	1	1	1	1	0	0	163	512	68	-1	
5	1	1	1	1	1	0	163	98	68	29.068069	a:
5	1	1	1	1	2	471	163	41	35	86.877037	>
4	1	1	1	2	0	0	157	560	154	-1	
5	1	1	1	2	1	0	157	560	154	1.216345	SCAR
4	1	1	1	3	0	0	655	435	89	-1	
5	1	1	1	3	1	0	655	246	89	24.321108	Kine
5	1	1	1	3	2	259	650	275	91	53.786713	Sia
4	1	1	1	4	0	5	904	553	51	-1	
5	1	1	1	4	1	5	904	167	42	55.437298	abuse”
5	1	1	1	4	2	405	906	153	49	52.971237	[a'bju:s
4	1	1	1	5	0	6	986	554	49	-1	
5	1	1	1	5	1	6	986	239	43	96.458939	academic
5	1	1	1	5	2	404	989	156	46	28.650455	[eeka'd
4	1	1	1	6	0	403	1069	147	43	-1	
5	1	1	1	6	1	403	1069	96	43	80.057098	Hie
5	1	1	1	6	2	510	1069	40	43	58.346172	HY
4	1	1	1	7	0	6	1148	554	49	-1	
5	1	1	1	7	1	6	1148	224	49	55.278870	academy’
5	1	1	1	7	2	405	1150	11	46	47.538521	[
5	1	1	1	7	3	434	1150	25	37	67.113495	a!
5	1	1	1	7	4	467	1150	93	46	67.113495	keed:
4	1	1	1	8	0	6	1309	554	48	-1	
5	1	1	1	8	1	6	1309	261	42	94.606369	accelerate’
5	1	1	1	8	2	405	1312	15	45	49.120758	(
5	1	1	1	8	3	429	1311	131	41	0.000000	ak'selc
4	1	1	1	9	0	6	1394	554	48	-1	
5	1	1	1	9	1	6	1399	154	43	96.461685	accept
5	1	1	1	9	2	405	1394	9	45	15.764866	(
5	1	1	1	9	3	413	1394	147	47	61.711716	ak'sep
4	1	1	1	10	0	408	1474	114	42	-1	
5	1	1	1	10	1	408	1475	36	40	3.348475	eo
5	1	1	1	10	2	516	1483	6	24	0.000000	)
4	1	1	1	11	0	6	1554	554	49	-1	
5	1	1	1	11	1	6	1554	280	49	85.506676	acceptance
5	1	1	1	11	2	405	1555	16	46	74.373428	|
5	1	1	1	11	3	427	1555	133	47	74.811005	ak'sept
4	1	1	1	12	0	7	1638	553	46	-1	
5	1	1	1	12	1	7	1651	153	27	96.122826	access
5	1	1	1	12	2	405	1638	14	46	76.307106	|
5	1	1	1	12	3	433	1638	127	46	22.328949	'gekses
4	1	1	1	13	0	414	1718	135	42	-1	
5	1	1	1	13	1	414	1718	83	41	37.553944	REA
5	1	1	1	13	2	511	1719	38	41	76.247665	AY
4	1	1	1	14	0	7	1796	553	49	-1	
5	1	1	1	14	1	7	1796	230	43	31.270069	accident’!
5	1	1	1	14	2	406	1799	15	46	27.083344	[
5	1	1	1	14	3	433	1799	127	40	27.083344	'eeksid
4	1	1	1	15	0	7	1880	553	47	-1	
5	1	1	1	15	1	7	1880	265	42	83.382431	accidental’
5	1	1	1	15	2	406	1882	15	45	79.536682	[
5	1	1	1	15	3	433	1890	99	32	0.000000	seeks
5	1	1	1	15	4	541	1882	19	39	21.370306	'<
4	1	1	1	16	0	7	1962	553	48	-1	
5	1	1	1	16	1	7	1962	200	43	84.169868	acclaim’
5	1	1	1	16	2	406	1965	154	45	42.068726	[a'kler
4	1	1	1	17	0	7	2123	550	48	-1	
5	1	1	1	17	1	7	2123	347	42	46.739319	accommodate
5	1	1	1	17	2	406	2125	151	46	46.739319	[a'kom
4	1	1	1	18	0	405	2204	147	43	-1	
5	1	1	1	18	1	405	2204	43	43	0.000000	O
5	1	1	1	18	2	460	2204	92	43	57.031563	Ht
4	1	1	1	19	0	7	2361	550	50	-1	
5	1	1	1	19	1	7	2361	364	44	81.474365	accommodation’
5	1	1	1	19	2	406	2365	11	46	73.141258	[
5	1	1	1	19	3	432	2365	125	46	33.642921	a;kom
4	1	1	1	20	0	405	2443	147	44	-1	
5	1	1	1	20	1	405	2443	33	44	60.325691	@
5	1	1	1	20	2	459	2444	30	43	80.791756	tt
5	1	1	1	20	3	511	2444	41	43	45.938004	tii
4	1	1	1	21	0	7	2523	551	51	-1	
5	1	1	1	21	1	7	2523	284	51	70.701973	accompany
5	1	1	1	21	2	406	2526	152	46	19.608870	[a'kam
4	1	1	1	22	0	7	2603	552	57	-1	
5	1	1	1	22	1	7	2603	290	57	83.829842	accomplish’
5	1	1	1	22	2	407	2609	152	45	45.066902	[a'kam
4	1	1	1	23	0	8	2688	540	49	-1	
5	1	1	1	23	1	8	2688	171	43	49.891464	accord’
5	1	1	1	23	2	407	2691	15	46	54.841301	[
5	1	1	1	23	3	431	2691	117	40	47.865646	a!koid
4	1	1	1	24	0	415	2772	135	42	-1	
5	1	1	1	24	1	415	2772	29	42	71.842369	5
5	1	1	1	24	2	460	2789	90	8	19.193840	evccee
4	1	1	1	25	0	8	2853	459	45	-1	
5	1	1	1	25	1	8	2853	243	45	95.764397	according
5	1	1	1	25	2	272	2856	58	35	35.594353	to
5	1	1	1	25	3	406	2854	154	42	0.000000	fi§(--
4	1	1	1	26	0	8	2931	552	50	-1	
5	1	1	1	26	1	8	2931	302	50	75.624130	accordingly
5	1	1	1	26	2	342	2927	73	58	40.070328	—[
5	1	1	1	26	3	431	2935	129	39	37.577133	a'ko:di
4	1	1	1	27	0	8	3017	552	45	-1	
5	1	1	1	27	1	8	3021	190	36	96.542130	account
5	1	1	1	27	2	407	3017	153	45	29.834557	(a'kaur
4	1	1	1	28	0	410	3097	150	41	-1	
5	1	1	1	28	1	410	3098	37	39	42.347878	i
5	1	1	1	28	2	464	3116	6	18	0.000000	:
5	1	1	1	28	3	485	3097	38	40	29.998032	MF
5	1	1	1	28	4	540	3098	20	40	45.599586	FE
4	1	1	1	29	0	407	3173	151	44	-1	
5	1	1	1	29	1	407	3173	64	44	70.757019	[~
5	1	1	1	29	2	502	3176	56	36	96.792206	for
4	1	1	1	30	0	421	3250	139	46	-1	
5	1	1	1	30	1	421	3252	101	41	25.009209	EG
4	1	1	1	31	0	9	3329	551	49	-1	
5	1	1	1	31	1	9	3329	283	43	89.220886	accountant’
5	1	1	1	31	2	407	3332	153	46	28.863125	(a'kaur
4	1	1	1	32	0	8	3408	552	59	-1	
5	1	1	1	32	1	8	3408	295	59	92.274208	accumulate’
5	1	1	1	32	2	407	3414	153	48	0.000000	(a'kjurr
4	1	1	1	33	0	407	3494	142	41	-1	
5	1	1	1	33	1	407	3494	40	41	76.181366	$9
5	1	1	1	33	2	462	3494	37	40	31.746244	Jin
5	1	1	1	33	3	516	3512	8	22	54.920082	5
5	1	1	1	33	4	540	3498	9	32	42.308456	(
4	1	1	1	34	0	8	3571	552	51	-1	
5	1	1	1	34	1	8	3571	232	49	82.599174	accuracy
5	1	1	1	34	2	407	3574	153	48	36.977753	[‘eekjor
4	1	1	1	35	0	8	3654	552	50	-1	
5	1	1	1	35	1	8	3654	224	42	92.653549	accurate’
5	1	1	1	35	2	407	3656	153	48	26.445999	['eekjor
4	1	1	1	36	0	9	3736	551	50	-1	
5	1	1	1	36	1	9	3736	172	41	76.521637	accuse’
5	1	1	1	36	2	408	3738	53	45	54.558426	(a!
5	1	1	1	36	3	476	3733	83	58	47.958733	kjuzz
4	1	1	1	37	0	0	3994	560	49	-1	
5	1	1	1	37	1	0	3990	69	69	41.357193	£8,
5	1	1	1	37	2	86	3994	81	49	52.789497	FAR
5	1	1	1	37	3	189	3990	64	69	63.064621	CBR
5	1	1	1	37	4	270	3990	35	69	28.874331	HG
5	1	1	1	37	5	327	3995	36	48	50.731159	AS
5	1	1	1	37	6	379	3990	47	69	12.618456	TR]
5	1	1	1	37	7	442	3990	36	69	27.499031	AB
5	1	1	1	37	8	492	3995	68	48	31.678642	SP)
