level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	551	4338	-1	
2	1	1	0	0	0	0	53	551	4141	-1	
3	1	1	1	0	0	0	53	551	218	-1	
4	1	1	1	1	0	0	53	551	51	-1	
5	1	1	1	1	1	0	59	6	39	36.583168	|
5	1	1	1	1	2	85	53	266	45	81.136772	federation’
5	1	1	1	1	3	481	56	11	48	77.674713	[
5	1	1	1	1	4	508	64	43	34	77.674713	ife
4	1	1	1	2	0	85	138	466	49	-1	
5	1	1	1	2	1	85	138	80	43	40.275463	fee’
5	1	1	1	2	2	481	140	70	47	60.615131	(fi:
4	1	1	1	3	0	85	217	462	63	-1	
5	1	1	1	3	1	85	217	152	63	85.530586	feeble’
5	1	1	1	3	2	481	224	66	47	50.151505	C'fi
3	1	1	2	0	0	0	305	551	127	-1	
4	1	1	2	1	0	0	305	551	50	-1	
5	1	1	2	1	1	0	311	6	24	14.446964	|
5	1	1	2	1	2	85	305	111	44	77.952644	feed’
5	1	1	2	1	3	481	308	70	47	60.180275	[fix
4	1	1	2	2	0	480	388	71	44	-1	
5	1	1	2	2	1	480	388	71	44	49.143826	Qn
3	1	1	3	0	0	0	467	551	621	-1	
4	1	1	3	1	0	480	467	68	47	-1	
5	1	1	3	1	1	480	467	13	47	22.551279	(
4	1	1	3	2	0	0	548	547	49	-1	
5	1	1	3	2	1	0	552	13	38	12.247877	;
5	1	1	3	2	2	41	544	27	62	95.024956	|
5	1	1	3	2	3	85	548	230	43	94.365540	feedback’
5	1	1	3	2	4	481	550	66	47	48.390968	C'fi
4	1	1	3	3	0	85	631	462	56	-1	
5	1	1	3	3	1	85	631	85	56	96.627625	feel
5	1	1	3	3	2	481	634	10	47	85.721130	[
5	1	1	3	3	3	509	642	38	33	90.666611	fi:
4	1	1	3	4	0	481	714	65	45	-1	
5	1	1	3	4	1	481	714	65	45	58.381470	O¢
4	1	1	3	5	0	85	794	466	51	-1	
5	1	1	3	5	1	85	794	180	51	95.293655	feeling’
5	1	1	3	5	2	481	797	70	47	66.862953	mit
4	1	1	3	6	0	85	879	466	48	-1	
5	1	1	3	6	1	85	879	162	42	47.670822	fellow’
5	1	1	3	6	2	481	881	70	46	42.408657	[fe
4	1	1	3	7	0	85	958	466	62	-1	
5	1	1	3	7	1	85	958	191	62	31.396500	female’
5	1	1	3	7	2	484	965	67	46	42.628426	C'fi
4	1	1	3	8	0	480	1044	71	44	-1	
5	1	1	3	8	1	480	1044	71	44	67.321251	@3
