level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	359	2892	-1	
2	1	1	0	0	0	62	50	297	2812	-1	
3	1	1	1	0	0	62	50	297	31	-1	
4	1	1	1	1	0	62	50	297	31	-1	
5	1	1	1	1	1	62	51	103	26	95.926369	herald
5	1	1	1	1	2	327	50	32	31	46.966721	C"
3	1	1	2	0	0	63	103	296	582	-1	
4	1	1	2	1	0	327	103	28	30	-1	
5	1	1	2	1	1	327	103	28	30	28.754467	pita
4	1	1	2	2	0	63	158	296	31	-1	
5	1	1	2	2	1	63	159	72	26	96.453835	herb
5	1	1	2	2	2	327	158	32	31	38.463264	Ch
4	1	1	2	3	0	63	213	296	30	-1	
5	1	1	2	3	1	63	214	100	27	96.893478	heroic
5	1	1	2	3	2	327	213	32	30	87.737717	Ch
4	1	1	2	4	0	63	268	296	30	-1	
5	1	1	2	4	1	63	269	122	27	96.621956	heroine
5	1	1	2	4	2	328	268	31	30	9.630146	C1
4	1	1	2	5	0	64	324	295	30	-1	
5	1	1	2	5	1	64	325	29	26	96.967781	hi
5	1	1	2	5	2	328	324	31	30	94.438171	Ch
4	1	1	2	6	0	64	379	295	32	-1	
5	1	1	2	6	1	64	380	144	31	96.670647	highland
5	1	1	2	6	2	328	379	31	31	1.155739	C'
4	1	1	2	7	0	64	434	295	31	-1	
5	1	1	2	7	1	64	435	70	26	96.857559	hike
5	1	1	2	7	2	328	434	31	31	33.107101	Ch
4	1	1	2	8	0	64	489	295	32	-1	
5	1	1	2	8	1	64	490	89	31	96.563728	hinge
5	1	1	2	8	2	328	489	31	31	44.580311	Ch
4	1	1	2	9	0	65	545	294	32	-1	
5	1	1	2	9	1	65	546	95	31	96.937935	hobby
5	1	1	2	9	2	328	545	31	31	37.402817	C'
4	1	1	2	10	0	65	600	294	30	-1	
5	1	1	2	10	1	65	600	80	26	96.959167	hoist
5	1	1	2	10	2	328	600	31	30	43.869705	{h
4	1	1	2	11	0	65	655	289	30	-1	
5	1	1	2	11	1	65	656	108	25	96.109230	hollow
5	1	1	2	11	2	330	655	24	30	29.195662	i
3	1	1	3	0	0	65	720	294	128	-1	
4	1	1	3	1	0	328	720	22	14	-1	
5	1	1	3	1	1	328	720	22	14	25.149597	Vv.
4	1	1	3	2	0	65	762	294	32	-1	
5	1	1	3	2	1	65	763	95	31	96.776299	honey
5	1	1	3	2	2	329	762	30	31	0.000000	t
4	1	1	3	3	0	65	813	294	42	-1	
5	1	1	3	3	1	65	813	163	42	96.564064	honorable
5	1	1	3	3	2	329	817	30	31	44.828247	ig
3	1	1	4	0	0	66	870	293	195	-1	
4	1	1	4	1	0	331	870	26	29	-1	
5	1	1	4	1	1	331	870	26	29	3.220863	HG
4	1	1	4	2	0	66	925	291	32	-1	
5	1	1	4	2	1	66	925	57	32	96.956963	hop
5	1	1	4	2	2	326	925	31	30	45.000465	(Ch
4	1	1	4	3	0	66	976	293	41	-1	
5	1	1	4	3	1	66	976	168	41	95.943527	horizontal
5	1	1	4	3	2	328	980	31	30	69.426971	Cul
4	1	1	4	4	0	66	1035	293	30	-1	
5	1	1	4	4	1	66	1036	74	25	96.911987	horn
5	1	1	4	4	2	329	1035	30	30	68.880730	[h
3	1	1	5	0	0	66	1087	293	416	-1	
4	1	1	5	1	0	329	1087	27	30	-1	
5	1	1	5	1	1	329	1087	27	30	59.206127	‘fil
4	1	1	5	2	0	66	1142	293	32	-1	
5	1	1	5	2	1	66	1142	188	32	96.556290	horsepower
5	1	1	5	2	2	329	1142	30	31	0.000000	G
4	1	1	5	3	0	66	1197	293	31	-1	
5	1	1	5	3	1	66	1198	71	26	96.918732	hose
5	1	1	5	3	2	329	1197	30	31	49.382874	Ch
4	1	1	5	4	0	66	1252	293	31	-1	
5	1	1	5	4	1	66	1253	118	26	96.160843	hostess
5	1	1	5	4	2	329	1252	30	31	49.657902	i
4	1	1	5	5	0	66	1307	293	31	-1	
5	1	1	5	5	1	66	1308	99	26	96.596123	hound
5	1	1	5	5	2	329	1307	30	31	78.777039	[h
4	1	1	5	6	0	66	1362	293	31	-1	
5	1	1	5	6	1	66	1362	177	27	96.675430	housework
5	1	1	5	6	2	329	1362	30	31	39.760887	Ts
4	1	1	5	7	0	66	1418	293	30	-1	
5	1	1	5	7	1	66	1418	75	26	96.282021	howl
5	1	1	5	7	2	329	1418	30	30	61.217293	Ch
4	1	1	5	8	0	66	1468	293	42	-1	
5	1	1	5	8	1	66	1468	109	42	96.213860	huddle
5	1	1	5	8	2	329	1472	30	31	19.625568	ih
3	1	1	6	0	0	66	1525	293	628	-1	
4	1	1	6	1	0	329	1525	28	29	-1	
5	1	1	6	1	1	329	1525	28	29	29.566736	Ei
4	1	1	6	2	0	66	1575	293	39	-1	
5	1	1	6	2	1	66	1575	101	39	95.628120	humid
5	1	1	6	2	2	329	1579	30	31	29.880730	["
4	1	1	6	3	0	66	1635	293	31	-1	
5	1	1	6	3	1	66	1635	148	31	96.367928	humidity
5	1	1	6	3	2	329	1635	30	30	70.659653	[h
4	1	1	6	4	0	66	1685	293	42	-1	
5	1	1	6	4	1	66	1685	66	42	96.431305	hurl
5	1	1	6	4	2	329	1689	30	31	38.961533	[h
4	1	1	6	5	0	66	1740	293	42	-1	
5	1	1	6	5	1	66	1740	159	42	96.452026	hurricane
5	1	1	6	5	2	329	1744	30	31	31.226391	[i
4	1	1	6	6	0	66	1800	293	29	-1	
5	1	1	6	6	1	66	1800	135	26	96.318100	husband
5	1	1	6	6	2	329	1800	30	29	33.350220	Dj
4	1	1	6	7	0	66	1855	293	30	-1	
5	1	1	6	7	1	66	1855	53	26	95.916878	hut
5	1	1	6	7	2	329	1855	30	30	72.385109	[h
4	1	1	6	8	0	66	1910	293	31	-1	
5	1	1	6	8	1	66	1910	126	31	96.179482	hygiene
5	1	1	6	8	2	329	1910	30	31	33.185673	cy
4	1	1	6	9	0	67	2065	292	41	-1	
5	1	1	6	9	1	67	2065	155	41	96.368973	ice-cream
5	1	1	6	9	2	329	2069	30	30	73.266975	C's
4	1	1	6	10	0	67	2123	292	30	-1	
5	1	1	6	10	1	67	2123	222	26	91.043495	identification
5	1	1	6	10	2	329	2123	30	30	88.863914	[a
3	1	1	7	0	0	66	2176	293	194	-1	
4	1	1	7	1	0	329	2176	28	29	-1	
5	1	1	7	1	1	329	2176	28	29	12.731495	Pu
4	1	1	7	2	0	67	2230	292	30	-1	
5	1	1	7	2	1	67	2230	73	26	96.729218	idiot
5	1	1	7	2	2	329	2230	30	30	11.299925	Be
4	1	1	7	3	0	66	2284	293	34	-1	
5	1	1	7	3	1	66	2285	93	30	96.599899	ignite
5	1	1	7	3	2	329	2284	30	34	59.320648	La
4	1	1	7	4	0	66	2339	293	31	-1	
5	1	1	7	4	1	66	2339	138	26	96.354446	immerse
5	1	1	7	4	2	329	2339	30	31	30.034389	[1
3	1	1	8	0	0	66	2394	293	192	-1	
4	1	1	8	1	0	330	2394	26	26	-1	
5	1	1	8	1	1	330	2394	26	26	11.808147	+-
4	1	1	8	2	0	66	2442	293	40	-1	
5	1	1	8	2	1	66	2442	110	40	96.409660	impart
5	1	1	8	2	2	329	2446	30	31	52.236694	[un
4	1	1	8	3	0	66	2497	293	41	-1	
5	1	1	8	3	1	66	2497	135	41	95.686180	imperial
5	1	1	8	3	2	329	2501	30	30	23.889889	Lu
4	1	1	8	4	0	66	2552	293	41	-1	
5	1	1	8	4	1	66	2552	179	41	96.595268	inaugurate
5	1	1	8	4	2	328	2556	31	30	38.367012	L'
3	1	1	9	0	0	65	2608	294	139	-1	
4	1	1	9	1	0	329	2608	27	30	-1	
5	1	1	9	1	1	329	2608	27	30	20.616585	Fs
4	1	1	9	2	0	66	2663	293	30	-1	
5	1	1	9	2	1	66	2663	161	26	96.787315	infectious
5	1	1	9	2	2	329	2663	30	30	44.738571	[nu
4	1	1	9	3	0	65	2713	294	38	-1	
5	1	1	9	3	1	65	2713	122	38	95.562843	infinite
5	1	1	9	3	2	328	2717	31	30	22.225609	C1
3	1	1	10	0	0	329	2770	26	28	-1	
4	1	1	10	1	0	329	2770	26	28	-1	
5	1	1	10	1	1	329	2770	26	28	59.124199	fy
3	1	1	11	0	0	93	2832	39	30	-1	
4	1	1	11	1	0	93	2832	39	30	-1	
5	1	1	11	1	1	93	2832	39	30	96.115532	74
