level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	374	2892	-1	
2	1	1	0	0	0	0	53	374	2751	-1	
3	1	1	1	0	0	70	53	304	87	-1	
4	1	1	1	1	0	70	53	304	32	-1	
5	1	1	1	1	1	70	62	70	23	96.410706	cosy
5	1	1	1	1	2	336	53	38	31	26.650700	['k
4	1	1	1	2	0	70	109	304	31	-1	
5	1	1	1	2	1	70	110	94	26	96.565155	couch
5	1	1	1	2	2	336	109	38	31	54.979095	[ki
3	1	1	2	0	0	0	163	374	85	-1	
4	1	1	2	1	0	0	163	374	32	-1	
5	1	1	2	1	1	0	170	21	25	57.399910	7
5	1	1	2	1	2	336	163	38	30	0.000000	Cf
4	1	1	2	2	0	70	217	304	31	-1	
5	1	1	2	2	1	70	217	97	31	96.780350	cough
5	1	1	2	2	2	336	217	38	30	80.962204	[ki
3	1	1	3	0	0	0	271	374	196	-1	
4	1	1	3	1	0	0	271	374	32	-1	
5	1	1	3	1	1	0	274	19	28	43.885963	4)
5	1	1	3	1	2	43	268	18	40	96.066528	|
5	1	1	3	1	3	70	274	111	29	96.404625	county
5	1	1	3	1	4	337	271	37	31	77.065308	C'k
4	1	1	3	2	0	70	326	304	32	-1	
5	1	1	3	2	1	70	327	163	31	96.797615	courtyard
5	1	1	3	2	2	337	326	37	31	38.663860	C'k
4	1	1	3	3	0	70	382	304	30	-1	
5	1	1	3	3	1	70	390	62	18	96.032166	cow
5	1	1	3	3	2	337	382	37	30	52.077759	[ki
4	1	1	3	4	0	71	436	303	31	-1	
5	1	1	3	4	1	71	437	118	26	96.086098	coward
5	1	1	3	4	2	337	436	37	31	35.351368	C'h
3	1	1	4	0	0	0	492	374	86	-1	
4	1	1	4	1	0	0	492	374	30	-1	
5	1	1	4	1	1	0	492	24	29	52.706200	fi
5	1	1	4	1	2	44	488	15	41	86.156403	|
5	1	1	4	1	3	71	492	101	26	91.707932	cradle
5	1	1	4	1	4	337	492	37	30	25.107655	L'k
4	1	1	4	2	0	71	547	300	31	-1	
5	1	1	4	2	1	71	555	90	18	96.002609	crane
5	1	1	4	2	2	338	547	33	31	70.936852	[k
3	1	1	5	0	0	0	595	374	90	-1	
4	1	1	5	1	0	0	595	365	44	-1	
5	1	1	5	1	1	0	595	24	44	53.705780	ih
5	1	1	5	1	2	339	600	26	27	13.667679	iti
4	1	1	5	2	0	71	654	303	31	-1	
5	1	1	5	2	1	71	662	88	23	96.205742	crazy
5	1	1	5	2	2	337	654	37	30	35.426163	C'k
3	1	1	6	0	0	338	707	36	28	-1	
4	1	1	6	1	0	338	707	36	28	-1	
5	1	1	6	1	1	338	707	36	28	64.971939	SE:
3	1	1	7	0	0	71	761	303	30	-1	
4	1	1	7	1	0	71	761	303	30	-1	
5	1	1	7	1	1	71	769	99	18	96.101997	cream
5	1	1	7	1	2	337	761	37	30	76.315704	Lk
3	1	1	8	0	0	336	813	29	28	-1	
4	1	1	8	1	0	336	813	29	28	-1	
5	1	1	8	1	1	336	813	29	28	71.319496	aK
3	1	1	9	0	0	71	864	298	39	-1	
4	1	1	9	1	0	71	864	298	39	-1	
5	1	1	9	1	1	71	864	183	39	95.718414	credentials
5	1	1	9	1	2	337	868	32	30	72.774696	{k
3	1	1	10	0	0	0	922	369	86	-1	
4	1	1	10	1	0	0	922	369	39	-1	
5	1	1	10	1	1	0	931	23	30	44.371498	4
5	1	1	10	1	2	43	918	16	47	87.429008	|
5	1	1	10	1	3	71	931	87	23	83.498161	creep
5	1	1	10	1	4	337	922	32	31	37.504505	[k
4	1	1	10	2	0	71	978	298	30	-1	
5	1	1	10	2	1	71	986	79	18	96.701942	crow
5	1	1	10	2	2	338	978	31	30	84.812752	[k
3	1	1	11	0	0	337	1031	37	31	-1	
4	1	1	11	1	0	337	1031	37	31	-1	
5	1	1	11	1	1	337	1031	37	31	47.606155	Cf
3	1	1	12	0	0	72	1084	302	31	-1	
4	1	1	12	1	0	72	1084	302	31	-1	
5	1	1	12	1	1	72	1084	99	27	96.655060	cruise
5	1	1	12	1	2	337	1084	37	31	70.426178	[k
3	1	1	13	0	0	0	1137	374	196	-1	
4	1	1	13	1	0	0	1137	374	41	-1	
5	1	1	13	1	1	0	1150	24	28	49.223587	i
5	1	1	13	1	2	338	1137	36	28	65.032280	*
4	1	1	13	2	0	72	1192	302	31	-1	
5	1	1	13	2	1	72	1192	113	31	95.372780	crystal
5	1	1	13	2	2	338	1192	36	29	32.497219	C'k
4	1	1	13	3	0	72	1246	302	32	-1	
5	1	1	13	3	1	72	1246	73	26	96.742088	cube
5	1	1	13	3	2	338	1247	36	31	42.770962	Ck,
4	1	1	13	4	0	72	1297	302	41	-1	
5	1	1	13	4	1	72	1297	112	41	95.792068	culprit
5	1	1	13	4	2	338	1301	36	29	8.409433	C'h
3	1	1	14	0	0	0	1356	374	85	-1	
4	1	1	14	1	0	0	1356	374	34	-1	
5	1	1	14	1	1	0	1369	24	21	66.945686	-)
5	1	1	14	1	2	49	1352	14	42	94.862846	|
5	1	1	14	1	3	72	1356	151	32	94.862846	cupboard
5	1	1	14	1	4	338	1356	36	30	48.267933	C'k
4	1	1	14	2	0	72	1407	302	41	-1	
5	1	1	14	2	1	72	1407	64	41	93.990005	curl
5	1	1	14	2	2	338	1411	36	30	23.402943	Lk
3	1	1	15	0	0	3	1459	371	90	-1	
4	1	1	15	1	0	3	1459	371	45	-1	
5	1	1	15	1	1	3	1475	21	29	9.781160	Wj
5	1	1	15	1	2	335	1459	39	43	37.523113	iH
4	1	1	15	2	0	72	1518	302	31	-1	
5	1	1	15	2	1	72	1526	144	23	96.527832	currency
5	1	1	15	2	2	338	1518	36	30	57.184143	C'k
3	1	1	16	0	0	0	1572	374	82	-1	
4	1	1	16	1	0	72	1572	302	31	-1	
5	1	1	16	1	1	0	1594	25	6	75.475906	..
5	1	1	16	1	2	47	1569	15	41	94.935089	|
5	1	1	16	1	3	72	1573	121	26	90.482407	curtain
5	1	1	16	1	4	338	1572	36	31	0.000000	C")
4	1	1	16	2	0	338	1625	28	29	-1	
5	1	1	16	2	1	338	1625	28	29	38.783169	wy
3	1	1	17	0	0	0	1679	374	262	-1	
4	1	1	17	1	0	0	1679	374	37	-1	
5	1	1	17	1	1	0	1695	24	21	0.000000	-)
5	1	1	17	1	2	45	1675	15	45	96.617958	|
5	1	1	17	1	3	73	1680	126	26	96.133293	cushion
5	1	1	17	1	4	338	1679	36	30	0.000000	("'h
4	1	1	17	2	0	73	1734	301	31	-1	
5	1	1	17	2	1	73	1734	135	31	96.485107	cylinder
5	1	1	17	2	2	338	1734	36	30	84.055634	['s
4	1	1	17	3	0	73	1910	301	31	-1	
5	1	1	17	3	1	73	1910	86	31	96.689835	dairy
5	1	1	17	3	2	339	1910	35	30	66.788177	['e
3	1	1	18	0	0	0	1963	374	87	-1	
4	1	1	18	1	0	0	1963	374	33	-1	
5	1	1	18	1	1	0	1963	25	29	21.267176	%
5	1	1	18	1	2	44	1959	15	44	95.104637	|
5	1	1	18	1	3	73	1965	122	31	96.631126	darling
5	1	1	18	1	4	339	1965	35	31	48.877884	Ce
4	1	1	18	2	0	73	2020	301	30	-1	
5	1	1	18	2	1	73	2020	94	27	91.069687	daunt
5	1	1	18	2	2	339	2020	35	30	68.126587	[d
3	1	1	19	0	0	0	2074	374	139	-1	
4	1	1	19	1	0	0	2074	374	31	-1	
5	1	1	19	1	1	0	2074	25	24	64.327484	.)
5	1	1	19	1	2	44	2068	18	41	95.574570	|
5	1	1	19	1	3	73	2074	138	31	95.241600	daylight
5	1	1	19	1	4	339	2074	35	30	53.907299	Ce
4	1	1	19	2	0	73	2129	301	30	-1	
5	1	1	19	2	1	73	2129	73	26	96.299507	deaf
5	1	1	19	2	2	339	2129	35	30	44.776539	[d
4	1	1	19	3	0	74	2183	300	30	-1	
5	1	1	19	3	1	74	2183	71	26	96.364052	dear
5	1	1	19	3	2	339	2183	35	30	66.237106	[di
3	1	1	20	0	0	0	2231	374	146	-1	
4	1	1	20	1	0	0	2231	374	37	-1	
5	1	1	20	1	1	0	2231	25	29	28.770031	#)
5	1	1	20	1	2	46	2227	16	46	92.526131	|
5	1	1	20	1	3	74	2238	90	26	96.716789	debut
5	1	1	20	1	4	339	2238	35	30	46.969849	L'e
4	1	1	20	2	0	74	2288	295	42	-1	
5	1	1	20	2	1	74	2288	95	42	96.947830	deceit
5	1	1	20	2	2	339	2292	30	31	51.419899	[d
4	1	1	20	3	0	74	2347	300	30	-1	
5	1	1	20	3	1	74	2347	105	26	95.940201	decent
5	1	1	20	3	2	339	2347	35	30	0.000000	Etc
3	1	1	21	0	0	0	2394	374	144	-1	
4	1	1	21	1	0	0	2394	366	34	-1	
5	1	1	21	1	1	0	2394	26	28	21.388287	i)
5	1	1	21	1	2	338	2399	28	29	33.231640	iG
4	1	1	21	2	0	74	2449	300	42	-1	
5	1	1	21	2	1	74	2449	125	42	96.405556	decimal
5	1	1	21	2	2	339	2453	35	31	36.085045	['e
4	1	1	21	3	0	74	2507	300	31	-1	
5	1	1	21	3	1	74	2508	74	26	96.565353	deck
5	1	1	21	3	2	339	2507	35	31	66.225578	Ld
3	1	1	22	0	0	339	2564	35	30	-1	
4	1	1	22	1	0	339	2564	35	30	-1	
5	1	1	22	1	1	339	2564	35	30	0.000000	(#
3	1	1	23	0	0	74	2614	300	85	-1	
4	1	1	23	1	0	74	2614	295	30	-1	
5	1	1	23	1	1	74	2614	69	26	97.016197	deer
5	1	1	23	1	2	339	2614	30	30	46.337593	[d
4	1	1	23	2	0	74	2664	300	42	-1	
5	1	1	23	2	1	74	2664	106	42	96.819313	deficit
5	1	1	23	2	2	339	2668	35	31	65.887062	['c
3	1	1	24	0	0	0	2723	370	81	-1	
4	1	1	24	1	0	0	2723	370	31	-1	
5	1	1	24	1	1	0	2744	2	4	69.262367	|
5	1	1	24	1	2	74	2723	179	31	96.466858	degenerate
5	1	1	24	1	3	339	2723	31	31	50.655075	{d
4	1	1	24	2	0	339	2775	29	29	-1	
5	1	1	24	2	1	339	2775	29	29	33.054184	1
