level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	359	2892	-1	
2	1	1	0	0	0	59	67	300	2786	-1	
3	1	1	1	0	0	59	67	300	2786	-1	
4	1	1	1	1	0	59	67	300	30	-1	
5	1	1	1	1	1	59	67	68	28	42.783401	hot"
5	1	1	1	1	2	320	67	39	30	52.159966	Chi
4	1	1	1	2	0	318	121	41	27	-1	
5	1	1	1	2	1	318	121	41	27	41.732479	But
4	1	1	1	3	0	59	170	300	43	-1	
5	1	1	1	3	1	59	170	87	43	89.526863	hotel’
5	1	1	1	3	2	320	175	39	30	92.821625	[hi
4	1	1	1	4	0	60	230	299	30	-1	
5	1	1	1	4	1	60	230	91	28	60.735729	hour’
5	1	1	1	4	2	321	230	38	30	77.702156	['a
4	1	1	1	5	0	61	285	298	30	-1	
5	1	1	1	5	1	61	287	90	26	96.575317	house
5	1	1	1	5	2	321	285	38	30	67.954048	[hi
4	1	1	1	6	0	320	390	39	30	-1	
5	1	1	1	6	1	320	390	39	30	4.717770	Cf
4	1	1	1	7	0	61	442	298	41	-1	
5	1	1	1	7	1	61	442	161	41	96.716759	household
5	1	1	1	7	2	321	445	38	30	64.053802	El
4	1	1	1	8	0	62	546	297	43	-1	
5	1	1	1	8	1	62	546	167	43	64.172729	housewife’
5	1	1	1	8	2	322	552	37	30	0.000000	C"b
4	1	1	1	9	0	61	607	298	31	-1	
5	1	1	1	9	1	61	607	135	31	72.250732	housing
5	1	1	1	9	2	322	607	37	30	7.026138	['h
4	1	1	1	10	0	62	661	297	31	-1	
5	1	1	1	10	1	62	661	94	28	74.807556	hover’
5	1	1	1	10	2	322	662	37	30	9.360771	C'h
4	1	1	1	11	0	322	711	29	36	-1	
5	1	1	1	11	1	322	711	29	36	53.554493	if
4	1	1	1	12	0	62	770	297	29	-1	
5	1	1	1	12	1	62	770	63	26	96.705292	how
5	1	1	1	12	2	322	770	37	29	59.519859	Lhi
4	1	1	1	13	0	323	822	36	29	-1	
5	1	1	1	13	1	323	822	36	29	70.279419	G
4	1	1	1	14	0	63	876	296	30	-1	
5	1	1	1	14	1	63	877	132	26	96.769287	however
5	1	1	1	14	2	323	876	36	30	50.230824	Ch
4	1	1	1	15	0	321	941	38	13	-1	
5	1	1	1	15	1	321	941	38	13	77.587029	con
4	1	1	1	16	0	63	983	291	31	-1	
5	1	1	1	16	1	63	984	66	30	50.454487	hug’
5	1	1	1	16	2	323	983	31	30	41.779594	Ch
4	1	1	1	17	0	63	1038	296	32	-1	
5	1	1	1	17	1	63	1039	80	30	94.711914	huge
5	1	1	1	17	2	323	1038	36	32	57.422775	Lh,
4	1	1	1	18	0	64	1091	290	31	-1	
5	1	1	1	18	1	64	1091	74	28	46.818600	hum!
5	1	1	1	18	2	323	1093	31	29	38.587463	Ch
4	1	1	1	19	0	64	1200	295	30	-1	
5	1	1	1	19	1	64	1200	108	26	96.752563	human
5	1	1	1	19	2	323	1200	36	30	0.000000	[Y
4	1	1	1	20	0	64	1250	295	40	-1	
5	1	1	1	20	1	64	1250	162	40	53.678204	humanity®
5	1	1	1	20	2	324	1254	35	32	10.726910	Ch
4	1	1	1	21	0	64	1356	295	40	-1	
5	1	1	1	21	1	64	1356	123	40	13.692560	humble’
5	1	1	1	21	2	324	1361	35	30	53.484962	['t
4	1	1	1	22	0	325	1414	26	28	-1	
5	1	1	1	22	1	325	1414	26	28	55.567055	iit
