level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	368	2892	-1	
2	1	1	0	0	0	40	39	328	2752	-1	
3	1	1	1	0	0	40	39	328	2752	-1	
4	1	1	1	1	0	43	39	325	34	-1	
5	1	1	1	1	1	43	39	243	34	79.678398	representative’
5	1	1	1	1	2	298	35	14	42	90.141678	[
5	1	1	1	1	3	308	40	60	33	54.055664	ire}
4	1	1	1	2	0	308	94	60	30	-1	
5	1	1	1	2	1	308	94	60	30	41.425583	KR
4	1	1	1	3	0	43	144	325	41	-1	
5	1	1	1	3	1	43	144	170	41	82.084724	reproduce’
5	1	1	1	3	2	308	149	60	32	0.000000	Liriy
4	1	1	1	4	0	42	199	326	42	-1	
5	1	1	1	4	1	42	199	141	42	46.271286	republic’
5	1	1	1	4	2	308	205	60	32	0.000000	[ri'y
4	1	1	1	5	0	42	258	326	35	-1	
5	1	1	1	5	1	42	258	183	35	81.486778	republican’
5	1	1	1	5	2	308	261	60	32	0.000000	[ri'f
4	1	1	1	6	0	42	313	326	35	-1	
5	1	1	1	6	1	42	313	182	35	94.862167	reputation’
5	1	1	1	6	2	308	316	60	32	51.487297	[irey
4	1	1	1	7	0	42	370	326	34	-1	
5	1	1	1	7	1	42	370	129	34	93.129173	request’
5	1	1	1	7	2	307	372	61	31	14.016695	(rik
4	1	1	1	8	0	42	428	326	32	-1	
5	1	1	1	8	1	42	428	118	32	96.599449	require
5	1	1	1	8	2	308	428	60	30	13.869581	Crt‘
4	1	1	1	9	0	42	481	326	34	-1	
5	1	1	1	9	1	42	481	210	34	48.874283	requirement’
5	1	1	1	9	2	307	483	61	31	54.597382	[ri‘k
4	1	1	1	10	0	42	590	326	32	-1	
5	1	1	1	10	1	42	590	112	28	95.953186	rescue’
5	1	1	1	10	2	307	592	61	30	21.738482	{'res
4	1	1	1	11	0	42	647	326	31	-1	
5	1	1	1	11	1	42	647	139	27	96.626480	research
5	1	1	1	11	2	307	647	61	31	57.479836	Cri's
4	1	1	1	12	0	42	697	326	43	-1	
5	1	1	1	12	1	42	697	152	43	65.481270	resemble’
5	1	1	1	12	2	307	703	61	30	40.397102	[rt'z
4	1	1	1	13	0	42	756	326	33	-1	
5	1	1	1	13	1	42	756	109	29	59.965660	resent’
5	1	1	1	13	2	307	758	61	31	7.925158	[ri'z
4	1	1	1	14	0	42	812	326	33	-1	
5	1	1	1	14	1	42	812	126	28	93.400772	reserve’
5	1	1	1	14	2	309	814	59	31	42.357376	[r'z
4	1	1	1	15	0	306	867	62	29	-1	
5	1	1	1	15	1	306	879	21	16	74.064575	n.
5	1	1	1	15	2	338	867	30	29	27.873163	©
4	1	1	1	16	0	307	920	61	28	-1	
5	1	1	1	16	1	307	920	61	28	38.586967	HA
4	1	1	1	17	0	307	972	61	29	-1	
