level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	368	2892	-1	
2	1	1	0	0	0	0	42	368	2753	-1	
3	1	1	1	0	0	2	42	366	2753	-1	
4	1	1	1	1	0	2	42	366	34	-1	
5	1	1	1	1	1	2	42	100	34	92.062828	pause’
5	1	1	1	1	2	268	44	10	31	85.603706	[
5	1	1	1	1	3	285	43	83	33	64.112137	paz
5	1	1	1	1	4	350	37	18	43	34.152412	vu
4	1	1	1	2	0	2	98	354	34	-1	
5	1	1	1	2	1	2	98	79	34	94.539062	pave’
5	1	1	1	2	2	268	100	10	30	91.532639	[
5	1	1	1	2	3	285	100	71	31	86.556412	perv
5	1	1	1	2	4	346	94	12	43	30.893192	}
4	1	1	1	3	0	2	155	363	33	-1	
5	1	1	1	3	1	2	164	56	24	96.684166	pay
5	1	1	1	3	2	268	155	97	32	34.567596	Cperlv.
4	1	1	1	4	0	275	208	93	31	-1	
5	1	1	1	4	1	275	209	22	27	31.095871	a
5	1	1	1	4	2	313	208	55	31	47.504051	CF
4	1	1	1	5	0	2	257	366	43	-1	
5	1	1	1	5	1	2	257	160	43	46.734543	payment”
5	1	1	1	5	2	268	264	10	30	64.919655	[
5	1	1	1	5	3	286	263	82	32	20.751549	‘perm:
4	1	1	1	6	0	0	313	368	44	-1	
5	1	1	1	6	1	0	313	99	44	82.142761	peace’
5	1	1	1	6	2	268	319	100	32	34.231384	[piss
5	1	1	1	6	3	339	313	29	43	21.620522	}n.
4	1	1	1	7	0	3	369	365	42	-1	
5	1	1	1	7	1	3	369	145	42	90.034050	peaceful’
5	1	1	1	7	2	268	374	100	32	24.910612	['pi:sfal
4	1	1	1	8	0	3	429	365	33	-1	
5	1	1	1	8	1	3	429	84	33	95.710045	peak’
5	1	1	1	8	2	268	430	80	32	0.000000	[pitk}
4	1	1	1	9	0	270	483	60	30	-1	
5	1	1	1	9	1	270	483	25	30	39.152836	PG
5	1	1	1	9	2	304	484	26	28	45.669052	AY
4	1	1	1	10	0	0	533	368	41	-1	
5	1	1	1	10	1	0	533	93	41	22.992754	pearl’
5	1	1	1	10	2	268	538	10	31	57.979279	{
5	1	1	1	10	3	285	538	83	32	23.273897	ps:l|n
4	1	1	1	11	0	0	588	368	43	-1	
5	1	1	1	11	1	0	588	145	43	54.690422	peculiar’
