level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	359	2892	-1	
2	1	1	0	0	0	64	45	295	2818	-1	
3	1	1	1	0	0	66	45	293	2818	-1	
4	1	1	1	1	0	66	45	287	44	-1	
5	1	1	1	1	1	66	45	97	44	56.478237	midst’
5	1	1	1	1	2	331	50	22	31	32.094849	[?
4	1	1	1	2	0	66	107	293	32	-1	
5	1	1	1	2	1	66	108	96	31	96.387909	might
5	1	1	1	2	2	332	107	27	30	58.554886	[r
4	1	1	1	3	0	334	159	25	27	-1	
5	1	1	1	3	1	334	159	25	27	46.257545	fy
4	1	1	1	4	0	68	214	291	33	-1	
5	1	1	1	4	1	68	214	135	33	90.365829	migrate’
5	1	1	1	4	2	332	215	27	30	57.236553	[r
4	1	1	1	5	0	64	265	295	43	-1	
5	1	1	1	5	1	64	265	82	43	36.007317	mild’
5	1	1	1	5	2	332	270	27	31	61.143848	[r
4	1	1	1	6	0	68	321	291	41	-1	
5	1	1	1	6	1	68	321	86	41	72.314316	mile’
5	1	1	1	6	2	333	327	26	30	2.531757	(r
4	1	1	1	7	0	64	376	290	44	-1	
5	1	1	1	7	1	64	376	144	44	93.251297	militant’
5	1	1	1	7	2	333	382	21	30	36.892342	cr
4	1	1	1	8	0	69	432	285	42	-1	
5	1	1	1	8	1	69	432	142	42	90.835693	military’
5	1	1	1	8	2	333	437	21	31	52.568390	["
4	1	1	1	9	0	69	491	290	32	-1	
5	1	1	1	9	1	69	491	81	29	59.577812	milk’
5	1	1	1	9	2	333	493	26	30	73.587570	[r
4	1	1	1	10	0	332	545	27	31	-1	
5	1	1	1	10	1	332	545	27	31	77.196289	Cf
4	1	1	1	11	0	69	595	285	44	-1	
5	1	1	1	11	1	69	595	179	44	69.688271	millimeter’
5	1	1	1	11	2	333	601	21	31	34.909035	ik
4	1	1	1	12	0	69	653	286	41	-1	
5	1	1	1	12	1	69	653	116	41	96.477745	million
5	1	1	1	12	2	333	657	22	30	8.851948	ct
4	1	1	1	13	0	69	712	290	30	-1	
5	1	1	1	13	1	69	713	81	26	96.770226	mind
5	1	1	1	13	2	333	712	26	30	43.371391	(1
4	1	1	1	14	0	70	821	289	30	-1	
5	1	1	1	14	1	70	821	78	26	96.067947	mine
5	1	1	1	14	2	334	821	25	30	0.000000	(r
4	1	1	1	15	0	333	873	26	31	-1	
5	1	1	1	15	1	333	873	26	31	68.480850	Cf
4	1	1	1	16	0	70	922	285	44	-1	
5	1	1	1	16	1	70	922	133	44	42.223278	mineral’
5	1	1	1	16	2	334	929	21	29	65.071068	['
4	1	1	1	17	0	70	979	287	39	-1	
5	1	1	1	17	1	70	979	158	39	77.539680	minimize’
5	1	1	1	17	2	334	984	23	30	7.139778	[i
4	1	1	1	18	0	336	1036	23	28	-1	
5	1	1	1	18	1	336	1036	23	28	29.574623	if
4	1	1	1	19	0	70	1092	285	31	-1	
5	1	1	1	19	1	70	1093	165	26	69.916542	minimum’
5	1	1	1	19	2	334	1092	21	31	21.781353	E
4	1	1	1	20	0	336	1143	23	29	-1	
5	1	1	1	20	1	336	1143	23	29	0.000000	{f
4	1	1	1	21	0	70	1194	287	41	-1	
5	1	1	1	21	1	70	1194	146	41	93.131859	minister’
5	1	1	1	21	2	334	1200	23	30	91.800041	['
4	1	1	1	22	0	333	1252	26	31	-1	
5	1	1	1	22	1	333	1252	26	31	77.526329	Cf
4	1	1	1	23	0	70	1308	285	31	-1	
5	1	1	1	23	1	70	1308	105	27	78.033569	minor’
5	1	1	1	23	2	334	1308	21	31	31.192726	Et
4	1	1	1	24	0	334	1361	25	29	-1	
5	1	1	1	24	1	334	1361	25	29	33.785553	B
4	1	1	1	25	0	70	1410	289	42	-1	
5	1	1	1	25	1	70	1410	150	42	35.884663	minority!
5	1	1	1	25	2	334	1416	25	31	38.193321	(1
4	1	1	1	26	0	333	1469	26	29	-1	
5	1	1	1	26	1	333	1469	26	29	83.562256	@
4	1	1	1	27	0	70	1519	285	40	-1	
5	1	1	1	27	1	70	1519	122	40	75.579536	minute’
5	1	1	1	27	2	334	1524	21	30	40.941017	i
4	1	1	1	28	0	334	1589	23	14	-1	
5	1	1	1	28	1	334	1589	23	14	93.039581	m
4	1	1	1	29	0	334	1629	25	31	-1	
5	1	1	1	29	1	334	1629	25	31	81.736954	[r
4	1	1	1	30	0	70	1680	285	42	-1	
5	1	1	1	30	1	70	1680	117	42	48.114719	mirror’
4	1	1	1	31	0	70	1738	285	32	-1	
5	1	1	1	31	1	70	1738	167	28	92.738930	miserable’
5	1	1	1	31	2	334	1740	21	30	25.515953	['
4	1	1	1	32	0	71	1795	285	32	-1	
5	1	1	1	32	1	71	1795	118	32	89.313614	misery’
5	1	1	1	32	2	334	1795	22	31	17.155609	C
4	1	1	1	33	0	336	1849	23	28	-1	
5	1	1	1	33	1	336	1849	23	28	40.787468	ki
4	1	1	1	34	0	71	1901	288	33	-1	
5	1	1	1	34	1	71	1901	187	29	35.278809	misfortune’
5	1	1	1	34	2	334	1904	25	30	20.605450	(r
4	1	1	1	35	0	71	1959	284	30	-1	
5	1	1	1	35	1	71	1959	133	26	92.055321	mislead’
5	1	1	1	35	2	334	1959	21	30	73.171745	[i
4	1	1	1	36	0	71	2012	288	33	-1	
5	1	1	1	36	1	71	2012	91	29	57.071095	miss"
5	1	1	1	36	2	334	2015	25	30	53.430977	(r
4	1	1	1	37	0	335	2069	24	27	-1	
5	1	1	1	37	1	335	2069	24	27	44.880783	4
4	1	1	1	38	0	71	2120	285	32	-1	
5	1	1	1	38	1	71	2120	134	32	71.773689	missing’
5	1	1	1	38	2	334	2122	22	30	22.495174	ES
4	1	1	1	39	0	71	2170	285	43	-1	
5	1	1	1	39	1	71	2170	134	43	93.673813	mission’
5	1	1	1	39	2	334	2176	22	30	0.000000	Et
4	1	1	1	40	0	340	2231	19	27	-1	
5	1	1	1	40	1	340	2231	19	27	18.642111	%
4	1	1	1	41	0	71	2277	288	44	-1	
5	1	1	1	41	1	71	2277	137	44	94.862244	mistake’
5	1	1	1	41	2	334	2284	25	30	54.658997	Cr
4	1	1	1	42	0	334	2336	25	31	-1	
5	1	1	1	42	1	334	2336	25	31	66.464928	Cf
4	1	1	1	43	0	71	2390	284	32	-1	
5	1	1	1	43	1	71	2390	251	28	49.933624	misunderstand
5	1	1	1	43	2	310	2386	8	43	49.933624	'
5	1	1	1	43	3	334	2391	21	31	30.198164	[|
