level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	359	2892	-1	
2	1	1	0	0	0	14	107	345	2697	-1	
3	1	1	1	0	0	14	107	345	2697	-1	
4	1	1	1	1	0	14	107	345	32	-1	
5	1	1	1	1	1	14	107	169	32	87.365875	voluntary
5	1	1	1	1	2	280	107	79	30	19.055996	['vple
4	1	1	1	2	0	281	158	78	28	-1	
5	1	1	1	2	1	281	159	26	27	20.471287	ii
5	1	1	1	2	2	316	158	43	28	17.548809	Bh)
4	1	1	1	3	0	15	211	344	41	-1	
5	1	1	1	3	1	15	211	163	41	93.469070	volunteer’
5	1	1	1	3	2	279	216	80	30	47.730328	[ivole
4	1	1	1	4	0	15	270	343	32	-1	
5	1	1	1	4	1	15	270	86	29	4.667950	vote"
5	1	1	1	4	2	280	271	78	31	53.354912	[veut
5	1	1	1	4	3	351	266	8	43	84.296776	]
4	1	1	1	5	0	15	322	344	41	-1	
5	1	1	1	5	1	15	322	100	41	43.418884	vowel!
5	1	1	1	5	2	280	328	79	29	13.098316	['vaui
4	1	1	1	6	0	16	381	343	35	-1	
5	1	1	1	6	1	16	381	120	35	75.488632	voyage’
5	1	1	1	6	2	280	384	79	30	53.963844	[von
4	1	1	1	7	0	16	438	343	35	-1	
5	1	1	1	7	1	16	438	113	33	59.875355	vulgar’
5	1	1	1	7	2	281	439	78	34	53.017651	['valg
4	1	1	1	8	0	16	490	343	43	-1	
5	1	1	1	8	1	16	490	181	43	55.939671	vulnerable’
5	1	1	1	8	2	281	495	78	30	37.366470	['vali
4	1	1	1	9	0	16	656	343	33	-1	
5	1	1	1	9	1	16	656	90	33	89.556732	wage’
5	1	1	1	9	2	282	658	9	30	84.188431	[
5	1	1	1	9	3	298	664	61	21	73.440536	weic
4	1	1	1	10	0	281	710	78	31	-1	
5	1	1	1	10	1	281	710	78	31	30.917892	(J:
4	1	1	1	11	0	16	761	339	40	-1	
5	1	1	1	11	1	16	761	90	40	51.497314	wait"
5	1	1	1	11	2	281	767	9	30	61.230270	{
5	1	1	1	11	3	299	767	56	30	93.964523	weit
4	1	1	1	12	0	283	819	76	30	-1	
5	1	1	1	12	1	283	819	61	30	0.000000	(oaiD
5	1	1	1	12	2	351	820	8	28	0.000000	El
4	1	1	1	13	0	17	869	342	41	-1	
5	1	1	1	13	1	17	869	111	41	41.829247	waiter’
5	1	1	1	13	2	282	875	77	30	76.065201	['wer
4	1	1	1	14	0	18	925	341	40	-1	
5	1	1	1	14	1	18	925	93	40	18.561487	waist’
5	1	1	1	14	2	282	931	9	30	57.211765	[
5	1	1	1	14	3	299	931	60	30	76.953522	weis
4	1	1	1	15	0	18	984	341	33	-1	
5	1	1	1	15	1	18	984	91	29	90.967430	wake’
5	1	1	1	15	2	282	987	9	30	83.113647	[
5	1	1	1	15	3	299	992	60	21	43.103657	werk
4	1	1	1	16	0	281	1039	78	31	-1	
5	1	1	1	16	1	281	1039	78	31	9.486370	(#4
5	1	1	1	16	2	337	1035	22	45	79.877029	J)
4	1	1	1	17	0	282	1095	77	24	-1	
5	1	1	1	17	1	282	1095	42	24	92.874443	the
5	1	1	1	17	2	341	1103	18	6	83.858475	~
4	1	1	1	18	0	18	1144	340	38	-1	
5	1	1	1	18	1	18	1145	87	29	95.709602	walk’
5	1	1	1	18	2	282	1148	9	30	62.771267	{
5	1	1	1	18	3	303	1144	55	38	84.001945	work
4	1	1	1	19	0	281	1200	78	31	-1	
5	1	1	1	19	1	281	1200	78	31	8.560286	(#4
5	1	1	1	19	2	337	1196	22	45	74.629883	J)
4	1	1	1	20	0	17	1252	342	40	-1	
5	1	1	1	20	1	17	1252	78	40	92.625267	wall’
5	1	1	1	20	2	282	1256	10	31	68.886482	[
5	1	1	1	20	3	298	1256	61	31	58.582932	worl
4	1	1	1	21	0	17	1307	338	40	-1	
5	1	1	1	21	1	17	1307	109	40	44.503712	wallet
5	1	1	1	21	2	282	1312	73	30	63.709457	['wa:
4	1	1	1	22	0	17	1365	342	33	-1	
5	1	1	1	22	1	17	1365	128	29	83.929962	wander’
5	1	1	1	22	2	282	1367	77	31	31.828575	[lwo
4	1	1	1	23	0	17	1424	340	30	-1	
5	1	1	1	23	1	17	1426	80	24	95.844948	want
5	1	1	1	23	2	282	1424	75	30	13.505344	[won
4	1	1	1	24	0	281	1476	78	31	-1	
5	1	1	1	24	1	281	1476	11	31	61.972813	(
5	1	1	1	24	2	303	1472	23	45	7.941494	¥#
5	1	1	1	24	3	337	1476	22	31	50.550579	J»
4	1	1	1	25	0	17	1530	340	33	-1	
5	1	1	1	25	1	17	1530	80	29	65.702866	war
5	1	1	1	25	2	282	1532	10	31	77.299576	[
5	1	1	1	25	3	298	1532	59	31	84.331429	wa:
5	1	1	1	25	4	346	1526	11	41	71.634171	|
4	1	1	1	26	0	18	1581	337	44	-1	
5	1	1	1	26	1	18	1581	87	44	12.285204	ward’
5	1	1	1	26	2	282	1587	10	31	85.821098	[
5	1	1	1	26	3	298	1587	57	31	73.436028	ward
